Sales Date,Car Make,Car Model,Model Year,Base Price,Discount,Final Price,Accessories Cost,Total Sale Value,Customer Name,Salesperson,Region,Payment Method,Sales Channel,Warranty Years
2023-07-12,Chevrolet,Traverse,2020,66385,3381.8,63003.2,3689,66692.2,Jennifer Clements,Nicole Hall,South,Finance,Third-Party Dealer,5
2021-05-30,Mercedes-Benz,E-Class,2018,48735,3590.84,45144.16,2113,47257.16,Julie Huerta,Kimberly Walker,West,Credit Card,Online,3
2023-05-13,Toyota,RAV4,2017,52050,4131.42,47918.58,2122,50040.58,Parker Marks,Cynthia Cannon,North,Cash,Online,1
2023-04-12,Mercedes-Benz,GLE,2024,56582,5788.35,50793.65,1842,52635.65,Jonathan Cooke,Kiara Williams,East,Lease,In-Store,2
2024-09-05,Nissan,Murano,2024,48765,4480.6,44284.4,2769,47053.4,Stephanie Perry,Scott Horton,East,Finance,Third-Party Dealer,5
2024-07-11,Chevrolet,Equinox,2023,56796,7563.39,49232.61,1642,50874.61,William Vasquez,Allen Reeves,East,Lease,Online,2
2025-01-29,Honda,Civic,2023,15272,1482.75,13789.25,4109,17898.25,Jennifer Pineda,Diane Harris,East,Credit Card,Online,3
2021-08-22,Ford,Escape,2018,53197,1891.49,51305.51,3988,55293.51,Douglas Williams,Kevin King,North,Cash,Third-Party Dealer,1
2024-07-10,Toyota,Camry,2015,42315,4976.12,37338.88,2368,39706.88,Sandy Moore,Steven Pearson,South,Cash,In-Store,3
2022-09-07,BMW,X3,2022,65969,3429.06,62539.94,4823,67362.94,Joy Ingram,Jesse Bowman,North,Lease,Third-Party Dealer,3
2020-05-12,Toyota,Highlander,2017,28503,844.94,27658.06,1866,29524.06,Brandy Acosta,Megan Lewis,West,Credit Card,Third-Party Dealer,5
2024-11-21,Ford,Fusion,2018,29303,3939.27,25363.73,2211,27574.73,Andrea Norton,Matthew Olson,South,Finance,Online,1
2022-08-25,Mercedes-Benz,GLE,2017,45666,5528.18,40137.82,633,40770.82,Linda Kaiser,Cynthia Chavez,East,Cash,Online,1
2021-06-30,Chevrolet,Malibu,2024,28813,4315.56,24497.44,3707,28204.44,Thomas Collins,Jesse Nguyen,North,Cash,Third-Party Dealer,4
2024-11-10,BMW,3 Series,2015,17423,2560.55,14862.45,2973,17835.45,Patrick Cervantes,Meredith Nolan,East,Finance,Third-Party Dealer,3
2022-05-28,Mercedes-Benz,E-Class,2024,62511,5509.31,57001.69,4756,61757.69,Luis Haynes,Sharon Thompson,East,Finance,In-Store,4
2024-07-10,Ford,F-150,2017,57475,8043.59,49431.41,1326,50757.41,Johnny Williams,Jordan Lewis,South,Finance,Online,2
2021-03-14,BMW,5 Series,2023,63134,1523.24,61610.76,3487,65097.76,Jason Kline,Joseph Gray,East,Cash,Third-Party Dealer,5
2025-03-29,Honda,Civic,2023,56038,3615.3,52422.7,4058,56480.7,Barbara Williams,Natalie White,North,Credit Card,In-Store,3
2024-12-06,Toyota,Highlander,2018,73656,7017.14,66638.86,4146,70784.86,Ryan Boyd,Derrick Curry,North,Finance,In-Store,4
2021-04-24,Toyota,Camry,2019,41746,1098.4,40647.6,846,41493.6,Amy Walters,Eric Lee,South,Lease,In-Store,1
2020-07-31,Ford,Escape,2019,18878,2246.16,16631.84,1219,17850.84,Kayla Sullivan,Steven Wise,South,Cash,In-Store,1
2024-03-21,Hyundai,Elantra,2017,58995,7702.47,51292.53,4010,55302.53,Alicia Bryan,Mary Garcia,South,Credit Card,Online,1
2021-01-06,Honda,Pilot,2015,43828,943.42,42884.58,1517,44401.58,Jessica Duncan,Stacey Griffin,South,Finance,Online,2
2021-12-26,Chevrolet,Traverse,2019,73256,2202.01,71053.99,2232,73285.99,Elizabeth Hunt,Deborah Shaw,West,Lease,Third-Party Dealer,3
2020-09-12,Nissan,Sentra,2019,68516,5842.44,62673.56,1172,63845.56,Nicole Parker,Joshua Martin,South,Cash,Online,2
2024-03-09,Ford,Explorer,2019,31838,3457.14,28380.86,890,29270.86,Benjamin Diaz,Shaun Arias,East,Finance,Third-Party Dealer,4
2023-09-29,Toyota,Corolla,2018,43498,5375.9,38122.1,4567,42689.1,Jill Peters,Miss Courtney Arellano,East,Lease,Third-Party Dealer,5
2021-08-05,Chevrolet,Silverado,2017,29116,2559.67,26556.33,4318,30874.33,Christy Ramos,Cory Wagner MD,South,Finance,Online,2
2024-04-11,Toyota,Corolla,2019,46043,4623.17,41419.83,3465,44884.83,Jamie Mercado,Jerry Parsons,West,Finance,Third-Party Dealer,2
2023-08-23,Honda,CR-V,2018,37333,2127.15,35205.85,2496,37701.85,Deborah Sparks PhD,Brian Olson MD,North,Lease,Third-Party Dealer,5
2022-03-15,Chevrolet,Traverse,2024,64068,2719.45,61348.55,1458,62806.55,Jacob Ramsey,Brian Smith,South,Cash,Online,3
2020-04-24,Mercedes-Benz,GLC,2022,15977,1151.41,14825.59,3104,17929.59,Kristi Johnson,Alison Fletcher,South,Credit Card,Third-Party Dealer,4
2024-10-27,Ford,Fusion,2018,56568,6897.71,49670.29,4691,54361.29,Amanda Watson,Maria White,South,Credit Card,Online,3
2020-10-27,BMW,X5,2021,32099,1113.59,30985.41,647,31632.41,Rachel Diaz,Amber Abbott,West,Credit Card,In-Store,3
2023-01-19,BMW,5 Series,2022,77981,5254.56,72726.44,1160,73886.44,Matthew Gomez,Arthur Robinson,West,Credit Card,Online,4
2022-12-24,Ford,F-150,2016,76266,4708.94,71557.06,1710,73267.06,Charles Gonzalez Jr.,Allison Mayo,North,Finance,Third-Party Dealer,4
2022-12-11,BMW,5 Series,2016,41868,927.82,40940.18,2080,43020.18,Angela Williams,Dr. Adam Hernandez,West,Finance,Online,3
2025-01-25,Nissan,Altima,2019,75563,10825.18,64737.82,3670,68407.82,Amanda Black,Christopher Foster,West,Credit Card,Third-Party Dealer,4
2022-09-30,Chevrolet,Malibu,2023,73306,8847.83,64458.17,2070,66528.17,Jeffrey Anderson,Tammy Wall,North,Lease,Online,2
2021-11-20,Hyundai,Sonata,2019,79794,2158.95,77635.05,3011,80646.05,Lisa Jones,Joseph Alvarez,North,Credit Card,In-Store,3
2024-10-08,Honda,CR-V,2021,33872,2349.81,31522.19,904,32426.19,Bryan Miller,Ruth Wilkerson,South,Cash,Third-Party Dealer,1
2022-08-28,Chevrolet,Malibu,2019,44761,5706.98,39054.020000000004,3817,42871.020000000004,Chelsea Tran,Erika Rodriguez,North,Finance,Third-Party Dealer,2
2022-09-01,Toyota,Highlander,2019,20270,3005.84,17264.16,3574,20838.16,Melissa Smith,William Green,North,Credit Card,Online,5
2023-08-18,Hyundai,Elantra,2019,26888,3402.64,23485.36,1019,24504.36,Laura Kim,James Stevens,North,Finance,Online,1
2022-07-18,Toyota,Camry,2015,18630,1743.26,16886.74,2554,19440.74,Lisa Butler,Victoria James,West,Credit Card,In-Store,1
2024-08-31,Chevrolet,Silverado,2021,22239,2909.87,19329.13,1030,20359.13,Joseph Williams,Kathryn Navarro,South,Credit Card,Online,1
2024-10-26,BMW,5 Series,2023,55874,7270.14,48603.86,3468,52071.86,Lindsay Young,Brooke Dominguez,West,Credit Card,Third-Party Dealer,4
2023-09-12,Mercedes-Benz,GLC,2015,73688,6375.63,67312.37,1814,69126.37,Jeremy Bauer,Shane Humphrey,North,Finance,In-Store,2
2023-04-30,Hyundai,Elantra,2022,34918,5062.61,29855.39,1966,31821.39,Cindy Austin,Hunter Hall,North,Cash,In-Store,5
2024-07-01,Chevrolet,Malibu,2020,71213,7574.09,63638.91,3956,67594.91,Mallory Richardson,Christopher Garcia,South,Lease,Third-Party Dealer,4
2024-09-09,Ford,Escape,2022,47967,2255.4,45711.6,710,46421.6,Omar Davis,Jason Anderson,North,Lease,Online,3
2024-11-08,Toyota,Corolla,2016,77087,10453.14,66633.86,2195,68828.86,Stephanie West,Joshua Lewis,East,Finance,Third-Party Dealer,2
2020-12-01,Chevrolet,Silverado,2020,26041,3211.84,22829.16,3960,26789.16,Jesse Clark,Kathy Goodwin,North,Cash,Online,2
2023-02-02,Nissan,Murano,2017,27962,2750.33,25211.67,4365,29576.67,Terry Duncan,Anthony Robinson,East,Cash,Third-Party Dealer,4
2024-03-27,Toyota,RAV4,2015,41168,1423.94,39744.06,828,40572.06,Jeffrey King,Brittany Brooks,East,Credit Card,In-Store,2
2020-11-03,Mercedes-Benz,E-Class,2019,16198,785.73,15412.27,3299,18711.27,Robert Ewing,Janet Phillips,North,Finance,In-Store,4
2022-07-27,Chevrolet,Malibu,2021,30435,2675.92,27759.08,4699,32458.08,Kimberly Hicks,Michael Peters,North,Credit Card,In-Store,4
2025-01-06,Mercedes-Benz,E-Class,2022,16864,1043.43,15820.57,1455,17275.57,Alexandra Woodward,Melissa Thornton,West,Credit Card,Third-Party Dealer,5
2020-07-15,Hyundai,Elantra,2021,22816,1699.44,21116.56,804,21920.56,Gregory Rodriguez,Jasmine Booker,East,Cash,Third-Party Dealer,1
2021-09-19,Nissan,Altima,2022,55936,1852.54,54083.46,3290,57373.46,Rodney Stark,Donald Jennings,South,Lease,Third-Party Dealer,4
2020-11-25,Chevrolet,Silverado,2017,65903,6747.69,59155.31,1056,60211.31,Walter Barajas,Mary Garcia,West,Credit Card,Third-Party Dealer,1
2022-07-24,Chevrolet,Malibu,2018,58295,3950.78,54344.22,2376,56720.22,Jeffrey Singleton,Helen Shah,East,Credit Card,Third-Party Dealer,3
2023-06-08,Ford,Explorer,2023,74777,4772.06,70004.94,2679,72683.94,Jasmin Evans,Alicia Phelps,North,Finance,Online,1
2020-06-21,Honda,CR-V,2018,44883,1879.86,43003.14,3097,46100.14,Miranda Tanner,William Lee,West,Lease,Online,4
2024-06-03,Toyota,Camry,2024,33446,3820.87,29625.13,753,30378.13,Melissa Carr,Jill Mckinney,West,Finance,Third-Party Dealer,3
2023-03-14,Nissan,Altima,2020,46614,871.35,45742.65,4065,49807.65,David Lee,Troy Rogers,West,Finance,In-Store,1
2020-06-06,Chevrolet,Equinox,2023,45868,2515.82,43352.18,2984,46336.18,Mary Hughes,Joshua Stanley,North,Cash,In-Store,2
2021-08-18,Ford,Explorer,2024,60864,7770.59,53093.41,1361,54454.41,Kimberly Pennington,Mary Cruz,South,Lease,Third-Party Dealer,3
2020-06-22,Chevrolet,Equinox,2021,26739,1694.5,25044.5,1015,26059.5,Danielle Mcknight,Norma Scott,North,Cash,In-Store,1
2021-01-01,Mercedes-Benz,GLE,2015,51698,3426.02,48271.98,4022,52293.98,Cassandra Forbes,Patrick Brown,East,Cash,In-Store,2
2020-05-02,Toyota,Highlander,2020,37432,5212.09,32219.91,1602,33821.91,Joshua Shah,Justin Ramirez,East,Finance,In-Store,3
2022-10-22,Toyota,Corolla,2015,68464,3126.54,65337.46,1373,66710.45999999999,Jerry Thompson,Jeanette Blair,North,Finance,Online,4
2025-04-04,Hyundai,Santa Fe,2024,76086,6469.35,69616.65,3059,72675.65,John Avila,Robert Jimenez,West,Credit Card,Third-Party Dealer,2
2024-12-31,Toyota,RAV4,2024,37804,1952.97,35851.03,4736,40587.03,Justin Garcia,Jennifer Lopez,South,Cash,Third-Party Dealer,4
2023-04-01,BMW,X5,2018,25891,3432.37,22458.63,1856,24314.63,Tiffany Sanchez,Kathleen Hall,North,Cash,Third-Party Dealer,1
2022-10-30,Honda,Civic,2022,62623,8502.75,54120.25,1192,55312.25,Tanya Bennett,Alexis Fuentes,South,Cash,In-Store,2
2023-10-10,Mercedes-Benz,E-Class,2021,70816,8151.98,62664.020000000004,3215,65879.02,Cynthia Ross,Geoffrey Porter,North,Finance,Online,1
2021-08-19,Chevrolet,Equinox,2016,54799,3544.11,51254.89,529,51783.89,Karen Estrada,Lindsey Krause,South,Lease,Third-Party Dealer,1
2023-01-13,Chevrolet,Traverse,2017,21625,1613.2,20011.8,2771,22782.8,Ronald Barnes,Kimberly Fisher,North,Lease,Online,3
2022-10-18,Mercedes-Benz,GLE,2018,74171,5519.73,68651.27,4561,73212.27,James Pacheco,Ashley Campos,East,Cash,In-Store,1
2021-12-04,Hyundai,Elantra,2017,64563,5091.62,59471.38,1122,60593.38,Lisa Johnson,John Suarez,South,Finance,In-Store,1
2020-04-22,Honda,CR-V,2021,44823,2049.14,42773.86,4942,47715.86,Scott Harrison,Rachel Clark,North,Credit Card,In-Store,4
2025-03-09,Toyota,Corolla,2016,69707,6624.84,63082.16,4020,67102.16,Felicia Gonzales,Jessica Mcfarland,North,Lease,In-Store,3
2024-10-17,Chevrolet,Silverado,2022,29444,4024.7,25419.3,4109,29528.3,Daniel Sanchez,Kaitlyn Gaines,West,Lease,Online,1
2020-11-15,Honda,Pilot,2016,58594,4112.45,54481.55,3257,57738.55,Casey Finley,Krista Henry,South,Finance,Online,1
2023-12-14,Hyundai,Sonata,2024,18981,2324.8,16656.2,2466,19122.2,Nicholas Garcia,Dylan Conrad,North,Finance,Third-Party Dealer,2
2020-07-22,Toyota,Corolla,2024,74225,7872.62,66352.38,3192,69544.38,John Rose,Melanie Drake,South,Cash,In-Store,5
2021-10-08,BMW,X3,2015,44709,3662.32,41046.68,2381,43427.68,Tara Erickson,Megan Barrera,North,Finance,In-Store,2
2022-12-01,Mercedes-Benz,E-Class,2020,42462,1811.06,40650.94,3460,44110.94,Louis Sanchez,Mark Martinez,South,Cash,Online,3
2022-11-04,Ford,Fusion,2019,34542,3749.42,30792.58,2978,33770.58,Mary Haynes,Jose Hernandez,West,Cash,In-Store,5
2022-09-01,Nissan,Rogue,2020,78437,7500.54,70936.46,2187,73123.46,Ethan Carpenter,Laura Brown,North,Finance,Online,1
2023-09-03,Nissan,Murano,2018,45944,4702.5,41241.5,1067,42308.5,Christopher Jones,Amanda Glover,West,Finance,In-Store,1
2022-06-22,Mercedes-Benz,GLE,2020,77820,2121.87,75698.13,1255,76953.13,Christopher Conner,Kaitlin Brewer,West,Credit Card,Third-Party Dealer,4
2021-01-31,Mercedes-Benz,GLC,2015,27955,1834.74,26120.26,2354,28474.26,Andrew Krause,Richard Wallace,North,Cash,Online,1
2023-07-30,Hyundai,Elantra,2016,26942,2222.97,24719.03,2536,27255.03,Leslie Keller,James Franklin,South,Finance,Online,3
2020-05-19,Nissan,Murano,2021,55616,2397.18,53218.82,2919,56137.82,Gloria Hill,Rachel Allen,South,Credit Card,Third-Party Dealer,4
2021-03-30,Ford,Fusion,2020,32078,2752.38,29325.62,1693,31018.62,Jacqueline Harper,Melissa Obrien,North,Cash,In-Store,5
2023-07-25,Chevrolet,Silverado,2022,20369,1364.44,19004.56,1266,20270.56,Matthew Daugherty,Nicole Williams,West,Cash,Third-Party Dealer,5
2023-08-02,Nissan,Altima,2018,38743,2309.55,36433.45,2915,39348.45,Danielle Ruiz,David Glover,East,Cash,Third-Party Dealer,3
2022-01-19,Ford,Fusion,2019,58980,2993.02,55986.98,974,56960.98,Jessica Pham,Nicholas Allen,North,Cash,Third-Party Dealer,3
2020-10-23,Chevrolet,Equinox,2024,24020,2011.88,22008.12,2778,24786.12,Mary Cline,Timothy Griffin,West,Credit Card,Third-Party Dealer,4
2020-12-05,Toyota,Highlander,2017,51560,6383.71,45176.29,1465,46641.29,Amanda Garrett,Angela Moody,North,Credit Card,In-Store,4
2022-05-19,Hyundai,Tucson,2023,53110,5480.02,47629.979999999996,4633,52262.979999999996,Patricia Baldwin,Alan Contreras,West,Lease,Third-Party Dealer,3
2020-06-01,Toyota,Highlander,2016,71008,9794.17,61213.83,4337,65550.83,Paul Stevens,Brittany Young,East,Cash,Online,1
2021-11-26,Chevrolet,Traverse,2016,33581,612.56,32968.44,1718,34686.44,Benjamin Thompson,Alexis Nunez,East,Cash,In-Store,1
2020-09-07,BMW,X3,2015,77374,1768.91,75605.09,3483,79088.09,Mr. Johnathan Pena,Julie Le,South,Cash,Online,1
2023-04-14,Hyundai,Sonata,2022,20380,590.94,19789.06,4026,23815.06,Scott Riddle,Nicholas Lyons,East,Credit Card,Third-Party Dealer,1
2021-05-31,Hyundai,Tucson,2017,29288,688.22,28599.78,3552,32151.78,Sandra Chavez,Richard Miller,South,Credit Card,Third-Party Dealer,1
2024-10-22,Honda,CR-V,2020,72525,6789.18,65735.82,1185,66920.82,Mark Cruz,Trevor Black,West,Cash,Third-Party Dealer,3
2022-10-10,Toyota,Highlander,2015,21870,1310.56,20559.44,4379,24938.44,Kari Rodriguez,David Mueller,West,Finance,Online,5
2023-12-05,Mercedes-Benz,GLE,2023,67422,5916.93,61505.07,4949,66454.07,Dawn Donaldson,Richard Gill,North,Cash,Third-Party Dealer,3
2025-02-04,Chevrolet,Malibu,2019,62509,638.71,61870.29,4431,66301.29000000001,Dawn Munoz,Natasha Lucas,East,Lease,Online,5
2022-01-20,Ford,Escape,2023,55305,7461.04,47843.96,4163,52006.96,Taylor Martinez,Jesus Garcia DVM,North,Finance,Online,5
2022-11-26,Honda,Pilot,2018,77646,3524.76,74121.24,2342,76463.24,Timothy Gregory,Paul Baker,East,Lease,Online,2
2024-06-25,Mercedes-Benz,E-Class,2020,19444,2853.64,16590.36,859,17449.36,Andres Vasquez,Michelle Medina,East,Lease,Third-Party Dealer,2
2022-10-01,Mercedes-Benz,GLC,2023,25029,1463.88,23565.12,3475,27040.12,Steven Meyer,Sarah Smith,South,Finance,Online,2
2022-09-29,Hyundai,Tucson,2023,20321,1916.61,18404.39,2841,21245.39,Diana Brown,Casey Rivera,East,Cash,Online,5
2020-09-19,Hyundai,Sonata,2016,75154,10968.36,64185.64,2578,66763.64,Anthony Hogan,Thomas Finley,South,Credit Card,Online,1
2021-03-04,Nissan,Altima,2022,72042,7286.57,64755.43,1055,65810.43,Julie Hernandez,Paul Welch,East,Credit Card,Third-Party Dealer,2
2023-12-13,Mercedes-Benz,E-Class,2020,40089,2934.47,37154.53,1616,38770.53,Colin Kennedy,Zachary Phillips,East,Cash,Third-Party Dealer,3
2022-10-01,Honda,Accord,2024,76216,6673.05,69542.95,1997,71539.95,Diane Larson,Kristy Hill,West,Lease,Online,3
2022-02-11,Nissan,Rogue,2016,25345,917.65,24427.35,1971,26398.35,Yolanda Townsend,Michelle Jones,East,Credit Card,In-Store,5
2020-11-03,Nissan,Altima,2020,72989,10876.62,62112.38,3514,65626.38,Alexander Scott,James Ruiz,West,Credit Card,Third-Party Dealer,2
2021-07-21,Hyundai,Sonata,2015,39244,4334.43,34909.57,652,35561.57,Stephen Scott,Tiffany Michael,East,Cash,Online,1
2022-12-06,Mercedes-Benz,GLC,2021,54050,4385.83,49664.17,4467,54131.17,Robert Smith,Beth Travis,West,Credit Card,Online,5
2023-08-06,BMW,X5,2023,59264,5547.52,53716.479999999996,3802,57518.479999999996,Jamie Burns,Ruth Nielsen,North,Credit Card,Third-Party Dealer,3
2021-02-18,Mercedes-Benz,E-Class,2022,35556,5326.94,30229.06,1556,31785.06,John Hicks,James Reed,West,Finance,Online,5
2024-09-17,Toyota,RAV4,2019,65982,4714.66,61267.34,3598,64865.34,Ernest Vance,Kevin Ramos,East,Credit Card,Third-Party Dealer,3
2021-10-09,Hyundai,Tucson,2023,18176,1418.75,16757.25,3869,20626.25,Emily Jones,Laura Morales,East,Lease,In-Store,1
2020-04-26,Nissan,Altima,2016,64121,3229.41,60891.59,2155,63046.59,Samantha Diaz,Melissa Reese,South,Lease,Online,5
2021-12-09,Toyota,Corolla,2022,31408,737.68,30670.32,3240,33910.32,Bobby Hall,Michael Morton,North,Finance,Third-Party Dealer,1
2024-09-07,BMW,X3,2016,40339,3642.48,36696.52,593,37289.52,Jimmy Edwards Jr.,John Roth,West,Finance,Online,2
2024-12-01,Nissan,Sentra,2015,23509,834.91,22674.09,2916,25590.09,Stephen Lewis,Alyssa Cherry,East,Credit Card,Third-Party Dealer,5
2023-09-21,Mercedes-Benz,E-Class,2022,66645,8791.68,57853.32,764,58617.32,Alex Barker,Larry Young,South,Lease,Online,2
2023-04-12,Honda,Civic,2021,44256,3396.79,40859.21,870,41729.21,Derrick Holmes,David Olson,North,Credit Card,In-Store,2
2023-01-23,Ford,Escape,2022,32343,367.42,31975.58,4859,36834.58,James Davis,Miss Jennifer Jones,South,Cash,Online,5
2020-10-26,Hyundai,Santa Fe,2023,36015,4107.05,31907.95,1310,33217.95,Hannah Davidson,Douglas Garrett,South,Lease,Third-Party Dealer,4
2024-02-28,Ford,Explorer,2015,42126,5170.39,36955.61,2373,39328.61,Tracy Peterson,Jennifer Smith,West,Cash,In-Store,1
2022-04-25,Mercedes-Benz,GLC,2015,40162,1689.59,38472.41,1500,39972.41,Andrew Watkins,April Clark,South,Cash,In-Store,1
2023-01-26,Honda,CR-V,2015,65958,8547.53,57410.47,3140,60550.47,Jerry Garcia,Hector Rodriguez,West,Cash,Online,5
2024-01-14,Mercedes-Benz,C-Class,2022,15297,768.67,14528.33,3647,18175.33,Catherine Wright,Jennifer Steele,North,Cash,In-Store,1
2020-10-31,BMW,X3,2020,24251,1469.18,22781.82,1742,24523.82,Justin Mcintyre,Patricia Hays,South,Finance,Third-Party Dealer,3
2022-04-02,BMW,X3,2021,77848,3341.8,74506.2,4323,78829.2,Amber Freeman,Jason Frey,West,Credit Card,In-Store,4
2022-08-02,Hyundai,Elantra,2024,42280,3463.1,38816.9,2002,40818.9,Joseph Kidd,Daniel Shelton,East,Finance,Online,5
2020-06-25,BMW,5 Series,2022,49419,778.96,48640.04,1896,50536.04,Dale Blake,Troy Parks,North,Lease,Third-Party Dealer,1
2021-09-29,BMW,5 Series,2022,43245,470.68,42774.32,3236,46010.32,Jason Johnson,Cindy Peterson,North,Credit Card,Online,3
2021-12-27,Hyundai,Elantra,2016,17404,792.51,16611.49,2813,19424.49,Kristy Martin,Charles Grimes,South,Credit Card,In-Store,5
2024-07-15,BMW,5 Series,2018,15891,292.33,15598.67,1456,17054.67,Anthony Perez,Sarah Rodriguez,South,Cash,In-Store,4
2024-07-14,Chevrolet,Silverado,2021,20253,2240.84,18012.16,3491,21503.16,Mr. Jon Gomez,Richard Novak,North,Credit Card,Online,4
2020-09-04,Nissan,Murano,2020,71674,6451.61,65222.39,3370,68592.39,Teresa Butler,Louis Sandoval,South,Cash,In-Store,5
2024-07-26,Chevrolet,Malibu,2017,75881,7662.29,68218.71,1168,69386.71,Jennifer Strong,Rebecca Williams,North,Lease,Third-Party Dealer,5
2023-08-26,Ford,Escape,2021,15414,2076.25,13337.75,1959,15296.75,Jonathan Rivera,Larry Wong,North,Cash,Third-Party Dealer,3
2024-06-29,Toyota,Corolla,2023,50416,7454.14,42961.86,1152,44113.86,Amy Miller,Sarah Smith,South,Credit Card,In-Store,5
2020-09-03,Toyota,Highlander,2024,75845,10740.85,65104.15,2821,67925.15,Thomas Walters,Gabriela Deleon,West,Lease,Online,3
2025-02-25,Nissan,Sentra,2017,33711,1956.95,31754.05,2924,34678.05,Michael Smith,Mrs. Angela Schmidt PhD,South,Credit Card,In-Store,1
2021-11-09,Chevrolet,Traverse,2022,23264,642.1,22621.9,1548,24169.9,Mason Brown,Shawn Montoya,West,Finance,Online,3
2025-03-30,Honda,CR-V,2022,29284,2977.38,26306.62,4969,31275.62,Jasmine Matthews,Christina Parrish,North,Cash,In-Store,2
2025-04-01,Ford,Explorer,2024,17796,575.24,17220.76,2182,19402.76,Lydia Keller,Noah Reed,North,Credit Card,Online,3
2021-03-18,Mercedes-Benz,E-Class,2020,73359,4813.48,68545.52,4761,73306.52,Roberto Wilson,Kelli Bush,East,Finance,Third-Party Dealer,2
2024-05-06,Chevrolet,Malibu,2022,61959,3422.34,58536.66,2092,60628.66,Beth Sherman,Jeremy Gibson,North,Credit Card,Third-Party Dealer,1
2021-10-30,BMW,X3,2017,41487,2154.03,39332.97,4064,43396.97,Marc Crawford,Renee Ford,East,Lease,Third-Party Dealer,4
2021-01-23,Honda,CR-V,2021,31202,1753.55,29448.45,3964,33412.45,Bradley Summers,Jay Daniel,North,Credit Card,Online,4
2021-01-18,Mercedes-Benz,E-Class,2022,46403,6094.84,40308.16,1357,41665.16,Amber Hensley,Monique Smith,South,Cash,Online,3
2022-06-30,Chevrolet,Malibu,2019,71255,9896.27,61358.729999999996,2849,64207.729999999996,James Porter,Edward Mclaughlin,North,Lease,Third-Party Dealer,1
2024-01-05,Nissan,Murano,2015,26030,346.01,25683.99,2101,27784.99,Marcus Santos,William Perez,North,Credit Card,Third-Party Dealer,4
2023-05-12,BMW,5 Series,2021,30917,3574.7,27342.3,1589,28931.3,Sergio Butler,Steven Johnson,West,Lease,In-Store,3
2023-08-20,Honda,Pilot,2022,65361,7024.87,58336.13,3543,61879.13,Karen Lyons,Carl Contreras,South,Credit Card,In-Store,4
2021-07-02,Mercedes-Benz,GLC,2018,72587,4381.54,68205.46,2338,70543.46,Kenneth Hawkins,Danielle Mitchell,West,Finance,Online,4
2022-10-08,Nissan,Sentra,2024,79392,5276.28,74115.72,842,74957.72,Tracy Merritt,Melody Harrell,South,Finance,Online,4
2022-06-27,BMW,X5,2016,44947,2767.62,42179.38,3405,45584.38,Brian Robertson,Daniel Gonzalez,East,Credit Card,Third-Party Dealer,1
2022-10-01,Ford,Fusion,2016,67999,2669.48,65329.52,4135,69464.51999999999,Michael Kidd,John Lewis,West,Credit Card,In-Store,5
2020-09-13,Ford,Escape,2024,60983,6527.88,54455.12,3754,58209.12,Patricia Mendoza,Dennis Chan,West,Finance,Third-Party Dealer,2
